web-scraper-order,web-scraper-start-url,maillinks,maillinks-href,sublinks,sublinks-href,sublinktext
"1586524219-1380","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","2","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=2","اخبار العراق 
                                        
                                        الأنواء تتوقع تساقط أمطار ابتداء من الجمعة
                                        بغداد / الصباح
توقعت الهيئة العامة للانواء الجوية، تساقط امطار مختلفة الشدة في انحاء البلاد خلال 3 ايام تبدأ الجمعة.","http://alsabaah.iq/23432/%D8%A7%D9%84%D8%A3%D9%86%D9%88%D8%A7%D8%A1-%D8%AA%D8%AA%D9%88%D9%82%D8%B9-%D8%AA%D8%B3%D8%A7%D9%82%D8%B7-%D8%A3%D9%85%D8%B7%D8%A7%D8%B1-%D8%A7%D8%A8%D8%AA%D8%AF%D8%A7%D8%A1-%D9%85%D9%86-%D8%A7%D9%84%D8%AC%D9%85%D8%B9%D8%A9","بغداد / الصباح"
"1586524111-1055","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","6","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=6","اخبار العراق 
                                        
                                        هذا... او الصومال
                                        محمد عبد الجبار الشبوط

الوضع الآن في العراق خطير. وتكمن خطورته في احتمال انزلاق العراق الى الحالة الصومالية، او «الصوملة». فما يحصل هو  «انحلال امر الدولة»، بعبارة ابن خلدون.","http://alsabaah.iq/22894/%D9%87%D8%B0%D8%A7-%D8%A7%D9%88-%D8%A7%D9%84%D8%B5%D9%88%D9%85%D8%A7%D9%84","ثانيا، التحرك بسرعة من اجل اصلاح قانون الانتخابات الفردي، ونشره في الجريدة الرسمية، من عيوب القانون اعتبار القضاء دائرة انتخابية، والصحيح اعتبار كل 100 الف نسمة دائرة انتخابية بعدد النواب نفسه، ووضع حد ادنى من الاصوات للفوز بالمقعد النيابي."
"1586524172-1293","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","3","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=3","اخبار العراق 
                                        
                                        حكومة تصريف الأمور اليومية 
                                        القاضي ناصر عمران الموسوي

القوانين هي تعليمات الكائنات البشرية، وصفة الوضعية المقترنة بها، هي الرؤية التي تعد القانون بناءً اجتماعيا ولاشك ان الهرمية القانونية (الدستور) هي منظومة البنى القانونية الوضعية التي تستند اليها القوانين لتكتسب مشروعيتها القانونية والتنفيذية بوصفها ملزمة،","http://alsabaah.iq/23274/%D8%AD%D9%83%D9%88%D9%85%D8%A9-%D8%AA%D8%B5%D8%B1%D9%8A%D9%81-%D8%A7%D9%84%D8%A3%D9%85%D9%88%D8%B1-%D8%A7%D9%84%D9%8A%D9%88%D9%85%D9%8A%D8%A9","وهذه الحالة هي الاستقالة القانونية لمجلس الوزراء اما المادة (76): فتنص على آليات اختيار رئيس الوزراء بعد الانتخابات إذ تنص فقراتها : أولاً:- يكلف رئيس الجمهورية، مرشح الكتلة النيابية الأكثر عدداً، بتشكيل مجلس الوزراء، خلال خمسة عشرَ يوماً من تاريخ انتخاب رئيس الجمهورية. ثانياً:- يتولى رئيس مجلس الوزراء المكلف، تسمية أعضاء وزارته، خلال مدةٍ أقصاها ثلاثون يوماً عند إخفاق رئيس مجلس الوزراء المكلف في تشكيل الوزارة، خلال المدة المنصوص عليها في البند ” ثانياً ” من هذه المادة."
"1586524093-1004","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","6","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=6","اخبار العراق 
                                        
                                        الكهرباء: (سيمنس) ستباشر نصب شبكات التوزيع الذكية
                                        بغداد / طارق الاعرجي

تباشر قريبا شركة سيمنس الالمانية نصب شبكات التوزيع الذكية في عدد من مناطق المحافظات للتقليل من الطاقة المهدورة","http://alsabaah.iq/22887/%D8%A7%D9%84%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A1-%D8%B3%D9%8A%D9%85%D9%86%D8%B3-%D8%B3%D8%AA%D8%A8%D8%A7%D8%B4%D8%B1-%D9%86%D8%B5%D8%A8-%D8%B4%D8%A8%D9%83%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D9%88%D8%B2%D9%8A%D8%B9-%D8%A7%D9%84%D8%B0%D9%83%D9%8A%D8%A9","واشار العبادي الى ان الوزارة تمكنت من اعادة تاهيل الخطوط المدمرة في عموم البلاد والمباشرة باضافة خطوط جديدة، من المقرر ان تدخل الخدمة خلال المدة القليلة المقبلة لتسهم بفك الاختناقات والمناورة في توزيع الطاقة بعموم العراق بما يضمن عدالة في التوزيع."
"1586524140-1168","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","4","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=4","اخبار العراق 
                                        
                                        الإنتاج المحلي بديل حقيقي لعشرات السلع المستوردة 
                                        بغداد / هدى العزاوي

أكثر من عشرين مليار دولار من العملة الصعبة يمكن أن توفرها المنتجات المحلية سنويا","http://alsabaah.iq/23106/%D8%A7%D9%84%D8%A5%D9%86%D8%AA%D8%A7%D8%AC-%D8%A7%D9%84%D9%85%D8%AD%D9%84%D9%8A-%D8%A8%D8%AF%D9%8A%D9%84-%D8%AD%D9%82%D9%8A%D9%82%D9%8A-%D9%84%D8%B9%D8%B4%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D8%B3%D9%84%D8%B9-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%88%D8%B1%D8%AF%D8%A9","من جانبه، أكد عضو لجنة الاقتصاد والاستثمار النيابية سالم اطحيمر في تصريح خاص لـ ""الصباح""، أن ""الانتاج الوطني خلال المدة الماضية شهد انتعاشا كبيرا، لذا على البرنامج الحكومي الجديد دعم المنتج المحلي من خلال فرض ضرائب على المنتجات المستوردة تشجيعا ودعما"
"1586524093-1005","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","6","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=6","اخبار العراق 
                                        
                                        الكهرباء: (سيمنس) ستباشر نصب شبكات التوزيع الذكية
                                        بغداد / طارق الاعرجي

تباشر قريبا شركة سيمنس الالمانية نصب شبكات التوزيع الذكية في عدد من مناطق المحافظات للتقليل من الطاقة المهدورة","http://alsabaah.iq/22887/%D8%A7%D9%84%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A1-%D8%B3%D9%8A%D9%85%D9%86%D8%B3-%D8%B3%D8%AA%D8%A8%D8%A7%D8%B4%D8%B1-%D9%86%D8%B5%D8%A8-%D8%B4%D8%A8%D9%83%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D9%88%D8%B2%D9%8A%D8%B9-%D8%A7%D9%84%D8%B0%D9%83%D9%8A%D8%A9","واكد ان الملاكات نجحت ايضا في ايصال مغذيات جديدة الى معظم المناطق والتي كان ابرزها في جانب الكرخ، الذي ارتفع من 880 مغذي طاقة، الى 1180 مغذيا، كما تم نصب 44 محطة ثانوية في قاطع الرصافة، بينما اضافت نصب 23 محطة في قاطع كهرباء الصدر، مؤكدا ان هذه المشاريع تأتي ضمن خطة الوزارة لتطوير قطاعي النقل والتوزيع لمواكبة الزيادة في انتاج الطاقة وزيادة الطلب والنمو السكاني في عموم البلاد لاسيما في العاصمة بغداد."
"1586523990-772","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","10","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=10","اخبار العراق 
                                        
                                        إطلاق الربط الالكتروني لمدارس نينوى 
                                        بغداد / اسراء السامرائي

باشرتْ وزارة التربية تنفيذ مشروع ربط الصفوف الدراسية وعولمتها في نينوى بهدف الارتقاء بالواقع العلمي لمدارس المحافظة، وبالتنسيق مع المجلس الثقافي
البريطاني.","http://alsabaah.iq/22579/%D8%A5%D8%B7%D9%84%D8%A7%D9%82-%D8%A7%D9%84%D8%B1%D8%A8%D8%B7-%D8%A7%D9%84%D8%A7%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%84%D9%85%D8%AF%D8%A7%D8%B1%D8%B3-%D9%86%D9%8A%D9%86%D9%88%D9%89","وذكر الفضلي أنّ المشروع تم من خلال ربط الصفوف الدراسية بطرق متنوعة بما فيها الشراكات ومبادرات التعاون عبر الانترنت بين مدارس دولية ومدارس نينوى من اجل منح المعلمين في المدارس فرص"
"1586524106-1041","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","6","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=6","اخبار العراق 
                                        
                                        التربية النيابية: لا تأجيل للعام الدراسي الحالي
                                        بغداد / عمر عبد اللطيف

استبعدتْ لجنة التربية في مجلس النواب تأجيل او الغاء العام الدراسي الحالي بسبب فيروس ""كورونا""","http://alsabaah.iq/22893/%D8%A7%D9%84%D8%AA%D8%B1%D8%A8%D9%8A%D8%A9-%D8%A7%D9%84%D9%86%D9%8A%D8%A7%D8%A8%D9%8A%D8%A9-%D9%84%D8%A7-%D8%AA%D8%A3%D8%AC%D9%8A%D9%84-%D9%84%D9%84%D8%B9%D8%A7%D9%85-%D8%A7%D9%84%D8%AF%D8%B1%D8%A7%D8%B3%D9%8A-%D8%A7%D9%84%D8%AD%D8%A7%D9%84%D9%8A","بغداد / عمر عبد اللطيف"
"1586524103-1035","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","6","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=6","اخبار العراق 
                                        
                                        التجارة تطلق البطاقة التموينية الالكترونية نهاية 2020
                                        بغداد/ عمر عبد اللطيف
من المؤمل ان تكمل وزارة التجارة جميع الاجراءات الخاصة بمشروع البطاقة التموينية الالكترونية نهاية العام الحالي","http://alsabaah.iq/22891/%D8%A7%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D8%A9-%D8%AA%D8%B7%D9%84%D9%82-%D8%A7%D9%84%D8%A8%D8%B7%D8%A7%D9%82%D8%A9-%D8%A7%D9%84%D8%AA%D9%85%D9%88%D9%8A%D9%86%D9%8A%D8%A9-%D8%A7%D9%84%D8%A7%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9-%D9%86%D9%87%D8%A7%D9%8A%D8%A9-2020","وأكد أن المشروع يعمل على اضافة بصمة الاصابع او الصورة لشبكية العين ضمن قاعدة البيانات الشخصية للمواطنين لغرض التغلب على السلبيات والمعوقات التي تواجه العمل في ملف البطاقة التموينية ومن خلال استخدام أحدث التقنيات لتطوير هذا النظام والقضاء على جميع المعاملات الورقية والتكرارية وتبسيط الاجراءات على المواطنين خلال تنفيذ المعاملات الخاصة كعمليات الشطر والنقل والاضافة والحذف من دون الحاجة الى وسطاء لتنفيذ المعاملات التي قد تكلف المواطن"
"1586524142-1176","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","4","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=4","اخبار العراق 
                                        
                                        الموارد تخفض الاطلاقات المائية من سدة سامراء
                                        صلاح الدين / سمير عادل

كشفتْ مديريةُ المواردِ المائية في محافظةِ صلاح الدين عن تقليلِ الاطلاقات المائية باتجاه بغداد ومحافظات جنوب البلاد","http://alsabaah.iq/23107/%D8%A7%D9%84%D9%85%D9%88%D8%A7%D8%B1%D8%AF-%D8%AA%D8%AE%D9%81%D8%B6-%D8%A7%D9%84%D8%A7%D8%B7%D9%84%D8%A7%D9%82%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%A7%D8%A6%D9%8A%D8%A9-%D9%85%D9%86-%D8%B3%D8%AF%D8%A9-%D8%B3%D8%A7%D9%85%D8%B1%D8%A7%D8%A1","كشفتْ مديريةُ المواردِ المائية في محافظةِ صلاح الدين عن تقليلِ الاطلاقات المائية باتجاه بغداد ومحافظات جنوب البلاد تحسبا لورود سيول من المنطقة الشرقية الحدودية بين العراق وايران، بينما اكدت عدم وجود خطر فيضاني في حوض نهر دجلة بسب الأمطار."
"1586524181-1351","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","2","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=2","اخبار العراق 
                                        
                                        أدوية سامراء تخطط لانتاج علاجات ضد الفايروسات  والأمراض الوبائية
                                        صلاح الدين / سمير عادل
تعتزمُ شركة أدوية سامراء، انتاج ادوية لعلاج الامراض الوبائية عن طريق اتفاقيات طويلة الامد مع شركات عالمية رائدة. يأتي ذلك بالتزامن مع استعداد الشركة لطرح 70 مستحضرا جديد","http://alsabaah.iq/23297/%D8%A3%D8%AF%D9%88%D9%8A%D8%A9-%D8%B3%D8%A7%D9%85%D8%B1%D8%A7%D8%A1-%D8%AA%D8%AE%D8%B7%D8%B7-%D9%84%D8%A7%D9%86%D8%AA%D8%A7%D8%AC-%D8%B9%D9%84%D8%A7%D8%AC%D8%A7%D8%AA-%D8%B6%D8%AF-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%B1%D9%88%D8%B3%D8%A7%D8%AA-%D9%88%D8%A7%D9%84%D8%A3%D9%85%D8%B1%D8%A7%D8%B6-%D8%A7%D9%84%D9%88%D8%A8%D8%A7%D8%A6%D9%8A%D8%A9","من جهته، ذكر مدير مصانع ادوية سامراء المهندس الكيمياوي محمد عبد القادر مصطفى لـ “الصباح” ان الشركة تحوي 5 مصانع رئيسة أكبرها هو مصنع الحبوب، اضافة الى بناية ابن حيان لصناعة المراهم وقطرات العين الزجاجية والانبولات والباودرات، علاوة على مصنعين لإنتاج المضادات الحياتية هما مصنع ابن سينا لإنتاج البنسلينات ومشتقاتها والثاني مصنع السيفالوسبورينات وهناك مصنع اخر هو مصنع ابن النفيس لإنتاج الأشربة والمعلقات السائلة وقطرات الفم."
"1586524125-1089","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","5","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=5","اخبار العراق 
                                        
                                        توزيع 26 ألف حصة إغاثية بين النازحين 
                                        بغداد / اسراء السامرائي 
أفادت وزارة الهجرة والمهجرين بانها وزعت 26 الف حصة اغاثية ونفطا ابيض بين النازحين العائدين ضمن ثلاث محافظات","http://alsabaah.iq/23037/%D8%AA%D9%88%D8%B2%D9%8A%D8%B9-26-%D8%A3%D9%84%D9%81-%D8%AD%D8%B5%D8%A9-%D8%A5%D8%BA%D8%A7%D8%AB%D9%8A%D8%A9-%D8%A8%D9%8A%D9%86-%D8%A7%D9%84%D9%86%D8%A7%D8%B2%D8%AD%D9%8A%D9%86","أفادت وزارة الهجرة والمهجرين بانها وزعت 26 الف حصة اغاثية ونفطا ابيض بين النازحين العائدين ضمن ثلاث محافظات، وبينما كشفت عن اطلاق الدفعة الخامسة من منح العودة للأسر العائدة، اكدت ان اطلاق السادسة منها مرتبط بالتخصيصات المالية من الجهات المعنية."
"1586523974-707","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","10","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=10","اخبار العراق 
                                        
                                        «تدابير جديدة» لمواجهة فيروس «كورونا»
                                        بغداد / الصباح

في ظل الاستنفار الوقائي والاجراءات المتبعة من قبل العراق لتحجيم فيروس كورونا","http://alsabaah.iq/22452/%D8%AA%D8%AF%D8%A7%D8%A8%D9%8A%D8%B1-%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9-%D9%84%D9%85%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D9%81%D9%8A%D8%B1%D9%88%D8%B3-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7","وأضاف أن»وزارة التربية تحرص على حماية طلبتها وتلاميذها من أي أمراض»، لافتاً إلى أن»الوزارة تسعى الى تحصين الطلبة والتلاميذ من هذا المرض من خلال التشديد على النظافة الدائمة وعدم التلامس ما بين الطلبة، لاسيما المصابين بأي مرض كان حتى الانفلونزا العادية، وكذلك ارتداء الكمامات من أجل الوقاية من الفيروس»."
"1586524080-979","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","7","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=7","اخبار العراق 
                                        
                                        إعفاء 3 محافظات من غرامات صندوق الإسكان
                                        بغداد / الصباح

اعلن صندوق الاسكان التابع لوزارة الاعمار والبلديات العامة اعفاء ثلاث محافظات من الغرامات التأخيرية.","http://alsabaah.iq/22883/%D8%A5%D8%B9%D9%81%D8%A7%D8%A1-3-%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A7%D8%AA-%D9%85%D9%86-%D8%BA%D8%B1%D8%A7%D9%85%D8%A7%D8%AA-%D8%B5%D9%86%D8%AF%D9%88%D9%82-%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D8%A7%D9%86","بغداد / الصباح"
"1586524003-844","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","9","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=9","اخبار العراق 
                                        
                                        شعوب هزمت اليأس
                                        عدنان أبوزيد

العراقيون يتداولون الأنباء عن بناء مستشفى عظيم في الصين لمعالجة مصابي كورونا، باستعجاب، واستغراب. قبل ذلك، هزّت أزمات ومصائب، شعوباُ، فانبرت الحكومات تحسم المحن، 
بأسرع من البرق.","http://alsabaah.iq/22583/%D8%B4%D8%B9%D9%88%D8%A8-%D9%87%D8%B2%D9%85%D8%AA-%D8%A7%D9%84%D9%8A%D8%A3%D8%B3","ولم يكن الكثير من الصينيين يتوقعون بلادهم التي شهدت أكبر مجاعة تسبّبت في موت نحو 40 مليون إنسان، في نهاية خمسينيات القرن الماضي، سوف تطبّب الجراح، وتقبر اليأس، لكن العزيمة، وبعد أقل من سبعين عاما، قلبت الصين من أمة مغلوبة على أمرها، جائعة، إلى واحدة من أعظم القوى في العالم. حرب الإبادة الجماعية والتطهير العرقي المتبادل بين قبيلتي الهوتو والتوتسي في رواندا، خلفا نحو المليون ضحية، العام 1984، حتى تكهّن البعض بانقراض شعبها. ولم يمض وقت طويل حتى انتقلت البلاد بعد أقل من عقدين من الفشل، الى النجاح في منافسة اقتصاديات الدول المختلفة، ونالت عاصمتها كيجالي التي كانت يوما ما، مدينة صفيح، لقب أجمل عاصمة افريقية. تشيلي التي عانت من هيمنة سلطة مركزية، ومجلس عسكري، بمقدراتها، أصرّ شعبها على التغيير الديمقراطي، وأثمر الجهد عن استفتاء العام 1990 أنهى حكم العسكر، بصناديق الاقتراع، لتقفز في زمن قياسي قصير، من بلاد يعاني النصف من سكانها، الفقر والمجاعة، الى أعجوبة اقتصادية واجتماعية عظيمة. الى وقت قريب، كان شعب سنغافورة لا يعرف النظافة، ولا يتقن صناعة الحياة، وكان السياح يشتكون من قذارة المدن، وروائح المطاعم العشوائية في الشارع، ومضايقة المتسولين، والجرائم التي يقترفها العاطلون، ولم يمض سوى اقل من 50 عاما حتى نجحت الدولة في إرشاد سلوكيات المواطنين نحو طرق عملية، متحضرة. ماليزيا التي عانت من الانقلابات والثورات والأنظمة الفاسدة، وطّدت مفهوم الوعي الحضاري والانفتاح على العالم، والاستثمار في الفرد الذي أصبح المحور الذي تدور حوله"
"1586524175-1341","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","3","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=3","اخبار العراق 
                                        
                                        صحة الكرخ: آخر حالتي اشتباه بكورونا تغادران مستشفى الفرات
                                        بغداد /  المحافظات / مراسلو الصباح
غادرَ آخر شخصين مستشفى الفرات في بغداد، بعد ثبوت سلامتهما من الاصابة بفايروس كورونا، في وقت اكدت فيها السلطات المحلية في اقليم كردستان، التزامها التام بالمقررات التي","http://alsabaah.iq/23295/%D8%B5%D8%AD%D8%A9-%D8%A7%D9%84%D9%83%D8%B1%D8%AE-%D8%A2%D8%AE%D8%B1-%D8%AD%D8%A7%D9%84%D8%AA%D9%8A-%D8%A7%D8%B4%D8%AA%D8%A8%D8%A7%D9%87-%D8%A8%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-%D8%AA%D8%BA%D8%A7%D8%AF%D8%B1%D8%A7%D9%86-%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89-%D8%A7%D9%84%D9%81%D8%B1%D8%A7%D8%AA","تهيئة ردهات عزل في كربلاء"
"1586524140-1172","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","4","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=4","اخبار العراق 
                                        
                                        الإنتاج المحلي بديل حقيقي لعشرات السلع المستوردة 
                                        بغداد / هدى العزاوي

أكثر من عشرين مليار دولار من العملة الصعبة يمكن أن توفرها المنتجات المحلية سنويا","http://alsabaah.iq/23106/%D8%A7%D9%84%D8%A5%D9%86%D8%AA%D8%A7%D8%AC-%D8%A7%D9%84%D9%85%D8%AD%D9%84%D9%8A-%D8%A8%D8%AF%D9%8A%D9%84-%D8%AD%D9%82%D9%8A%D9%82%D9%8A-%D9%84%D8%B9%D8%B4%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D8%B3%D9%84%D8%B9-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%88%D8%B1%D8%AF%D8%A9","ويضيف قائلا: ان ""فرض الرسوم الجمركية إجراء غير كاف، مالم ترافقه اجراءات تخدم الانتاج المحلي من خلال تقديم خدمات للقطاعات الانتاجية كي تستطيع النهوض بالنشاط الاقتصادي""."
