"id";"parent_id";"level";"object_id";"object_type";"query_status";"query_time";"query_type";"name";"message"
"322";"14";"2";"2923407634381063_2923572631031230";"data";"fetched (200)";"2020-04-21 23:08:48.822409";"Facebook:/<post-id>/comments";"";"لا يابا لا.  صحيح تحجي  هذا يريد اغلط على بس ما راح اغلط "
"323";"14";"2";"2923407634381063_2923585891029904";"data";"fetched (200)";"2020-04-21 23:08:48.822409";"Facebook:/<post-id>/comments";"";"انته محافظ عندك صلاحيه على على المحافظه كافه"
"324";"14";"2";"2923407634381063_2923883801000113";"data";"fetched (200)";"2020-04-21 23:08:48.822409";"Facebook:/<post-id>/comments";"";"اي ماتسد الحدود اذا هيج هي قندره"
"325";"14";"2";"2923407634381063_2923569131031580";"data";"fetched (200)";"2020-04-21 23:08:48.822409";"Facebook:/<post-id>/comments";"";"اغلق الحدود معا ايران بلخص أماكن العبور من الحدود تهريب"
"326";"14";"2";"2923407634381063_2923715354350291";"data";"fetched (200)";"2020-04-21 23:08:48.822409";"Facebook:/<post-id>/comments";"";"محافظهم محظوظ. الله ناطيه كلل شي. جمال وصحه وقوه وسلطه وفلوس وقصور  ودلال ولبس وعطور وخدم وحشم. والله نياله.  يا ترى الله شنو ياخذ منه بدل هلعطايا ؟!؟!؟! "
"327";"14";"2";"118158551572666_2923407634381063";"offcut";"fetched (200)";"2020-04-21 23:08:48.822409";"Facebook:/<post-id>/comments";"";""
"15";"1";"1";"118158551572666_2923456174376209";"data";"fetched (200)";"2020-04-21 23:07:30.925748";"Facebook:/<page-id>/posts";"";"◾️ *صدور امر قبض بحق ابناء رئيس الوقف السني السابق.* ◾️ *اصدر مجلس القضاء الاعلى، مذكرة قبض بحق ابناء رئيس ديوان الوقف السني السابق، عبد اللطيف الهميم.* ◾️ *وبحسب مذكرة اليوم (18 نيسان 2020)*فان القضاء اصدر امر قبض بحق محمد وسرمد لطيف الهميم وفق المادة 456 من قانون العقوبات العراقي*. ◾️ *وكان القضاء قد اصدر وقت سابق اوامر قبض بحق الهميم وابنائه عن عدة تهم مختلفة*."
"328";"15";"2";"2923456174376209_2925216884200138";"data";"fetched (200)";"2020-04-21 23:08:49.270491";"Facebook:/<post-id>/comments";"";"متاكدين"
"329";"15";"2";"2923456174376209_2923604501028043";"data";"fetched (200)";"2020-04-21 23:08:49.270491";"Facebook:/<post-id>/comments";"";"ياالله كون الخير صحيح"
"330";"15";"2";"2923456174376209_2923518304369996";"data";"fetched (200)";"2020-04-21 23:08:49.270491";"Facebook:/<post-id>/comments";"";"خوش فكره 😂"
"331";"15";"2";"2923456174376209_2924153267639833";"data";"fetched (200)";"2020-04-21 23:08:49.270491";"Facebook:/<post-id>/comments";"";"جذب اصلا حتى احمد العلواني ده يحاولون يطلعونه بس خلي شوي يطلعولهم جذبه"
"332";"15";"2";"2923456174376209_2924735474248279";"data";"fetched (200)";"2020-04-21 23:08:49.270491";"Facebook:/<post-id>/comments";"";"عاد كون صح خوش خبر والله"
"333";"15";"2";"2923456174376209_2923820027673157";"data";"fetched (200)";"2020-04-21 23:08:49.270491";"Facebook:/<post-id>/comments";"";"كلش زين الوقف 56 وذا مو وقف شيسوي سرمد وحمودي"
"334";"15";"2";"2923456174376209_2923500974371729";"data";"fetched (200)";"2020-04-21 23:08:49.270491";"Facebook:/<post-id>/comments";"";"حيل الله ميلام بيهم"
"335";"15";"2";"2923456174376209_2923486661039827";"data";"fetched (200)";"2020-04-21 23:08:49.270491";"Facebook:/<post-id>/comments";"";""
"336";"15";"2";"2923456174376209_2925039090884584";"data";"fetched (200)";"2020-04-21 23:08:49.270491";"Facebook:/<post-id>/comments";"";"هههههههه هسه يلا اذكرو"
"337";"15";"2";"2923456174376209_2923780794343747";"data";"fetched (200)";"2020-04-21 23:08:49.270491";"Facebook:/<post-id>/comments";"";"هههههههه. والله ضحكتني.. يحيى العدل"
"338";"15";"2";"2923456174376209_2925387800849713";"data";"fetched (200)";"2020-04-21 23:08:49.270491";"Facebook:/<post-id>/comments";"";"لاتكول سمسم لمن تلهم"
"339";"15";"2";"2923456174376209_2923513041037189";"data";"fetched (200)";"2020-04-21 23:08:49.270491";"Facebook:/<post-id>/comments";"";"يالله المحاكم بدأة تشتغل على الخطوط الحمراء"
"340";"15";"2";"2923456174376209_2925055024216324";"data";"fetched (200)";"2020-04-21 23:08:49.270491";"Facebook:/<post-id>/comments";"";"اشو السابق ليش منو هسه رئيس الديوان يا مكمووووع "
"341";"15";"2";"2923456174376209_2923664421022051";"data";"fetched (200)";"2020-04-21 23:08:49.270491";"Facebook:/<post-id>/comments";"";"يا الله بلكي صدك لخبر"
"342";"15";"2";"2923456174376209_2923933047661855";"data";"fetched (200)";"2020-04-21 23:08:49.270491";"Facebook:/<post-id>/comments";"";"هسه يدفعون فلوس وينسد الملف"
"343";"15";"2";"2923456174376209_2923492924372534";"data";"fetched (200)";"2020-04-21 23:08:49.270491";"Facebook:/<post-id>/comments";"";""
"344";"15";"2";"2923456174376209_2926087857446374";"data";"fetched (200)";"2020-04-21 23:08:49.270491";"Facebook:/<post-id>/comments";"";""
"345";"15";"2";"2923456174376209_2923525114369315";"data";"fetched (200)";"2020-04-21 23:08:49.270491";"Facebook:/<post-id>/comments";"";"يا الله بئسهم بينهم"
"346";"15";"2";"2923456174376209_2923461234375703";"data";"fetched (200)";"2020-04-21 23:08:49.270491";"Facebook:/<post-id>/comments";"";""
"347";"15";"2";"2923456174376209_2923574684364358";"data";"fetched (200)";"2020-04-21 23:08:49.270491";"Facebook:/<post-id>/comments";"";"حيل بي"
"348";"15";"2";"2923456174376209_2923605211027972";"data";"fetched (200)";"2020-04-21 23:08:49.270491";"Facebook:/<post-id>/comments";"";"ههههههههههه خوش وقف"
"349";"15";"2";"2923456174376209_2923492781039215";"data";"fetched (200)";"2020-04-21 23:08:49.270491";"Facebook:/<post-id>/comments";"";""
"350";"15";"2";"2923456174376209_2924587684263058";"data";"fetched (200)";"2020-04-21 23:08:49.270491";"Facebook:/<post-id>/comments";"";""
"351";"15";"2";"2923456174376209_2923490151039478";"data";"fetched (200)";"2020-04-21 23:08:49.270491";"Facebook:/<post-id>/comments";"";"(Ahmed Albasheer) أحمد البشير"
"352";"15";"2";"2923456174376209_2923484487706711";"data";"fetched (200)";"2020-04-21 23:08:49.270491";"Facebook:/<post-id>/comments";"";"يوفروله المجال حتى يبوك ورا يحاسبوه"
"353";"15";"2";"118158551572666_2923456174376209";"offcut";"fetched (200)";"2020-04-21 23:08:49.270491";"Facebook:/<post-id>/comments";"";""
"16";"1";"1";"118158551572666_2923400961048397";"data";"fetched (200)";"2020-04-21 23:07:30.925748";"Facebook:/<page-id>/posts";"";"تعيين #الفريق_قاسم_عطا متحدثاً باسم وزارة الدفاع."
"354";"16";"2";"2923400961048397_2923584101030083";"data";"fetched (200)";"2020-04-21 23:08:49.633386";"Facebook:/<post-id>/comments";"";"هم 56"
"355";"16";"2";"2923400961048397_2923514317703728";"data";"fetched (200)";"2020-04-21 23:08:49.633386";"Facebook:/<post-id>/comments";"";"ههههه"
"356";"16";"2";"2923400961048397_2923410584380768";"data";"fetched (200)";"2020-04-21 23:08:49.633386";"Facebook:/<post-id>/comments";"";"عندة خبرة من كان بالتوجيه السياسي"
"357";"16";"2";"2923400961048397_2923413194380507";"data";"fetched (200)";"2020-04-21 23:08:49.633386";"Facebook:/<post-id>/comments";"";"ةنعم لتدوير النفايات"
"358";"16";"2";"2923400961048397_2923619367693223";"data";"fetched (200)";"2020-04-21 23:08:49.633386";"Facebook:/<post-id>/comments";"";""
"359";"16";"2";"2923400961048397_2923855247669635";"data";"fetched (200)";"2020-04-21 23:08:49.633386";"Facebook:/<post-id>/comments";"";""
"360";"16";"2";"2923400961048397_2923448567710303";"data";"fetched (200)";"2020-04-21 23:08:49.633386";"Facebook:/<post-id>/comments";"";"لا اعتقد الخبر صحيح لان رتبة فريق لا تتلائم مع منصب متحدث باسم وزارة الدفاع"
"361";"16";"2";"2923400961048397_2925556197499540";"data";"fetched (200)";"2020-04-21 23:08:49.633386";"Facebook:/<post-id>/comments";"";"متعيون هذا المقاتل الشجاع"
"362";"16";"2";"2923400961048397_2923477621040731";"data";"fetched (200)";"2020-04-21 23:08:49.633386";"Facebook:/<post-id>/comments";"";"نعم لتدوير النفايات"
"363";"16";"2";"2923400961048397_2923478694373957";"data";"fetched (200)";"2020-04-21 23:08:49.633386";"Facebook:/<post-id>/comments";"";"الخبر صحيح البارحة صدرت كتابة👌🏻😉"
"364";"16";"2";"2923400961048397_2923519164369910";"data";"fetched (200)";"2020-04-21 23:08:49.633386";"Facebook:/<post-id>/comments";"";"قبل ٣ سنوات شفته يتسوك بأغلى قرية تسوق بأوروبا اذا مو بالعالم تبعد ساعة عن لندن جان هو مرته وجهاله "
"365";"16";"2";"2923400961048397_2923410154380811";"data";"fetched (200)";"2020-04-21 23:08:49.633386";"Facebook:/<post-id>/comments";"";"بلكي الخبر كذب"
"366";"16";"2";"2923400961048397_2925288464192980";"data";"fetched (200)";"2020-04-21 23:08:49.633386";"Facebook:/<post-id>/comments";"";"بشرفكم فريق متحدث اعلامي راحت هيبة الرتبه يمكن بعد فتره نشوف الرتب الادنى منه جايجي مع احترامي للجميع"
"367";"16";"2";"2923400961048397_2923834937671666";"data";"fetched (200)";"2020-04-21 23:08:49.633386";"Facebook:/<post-id>/comments";"";"ليش  ماعدهم  كفاءات  غير قاسم  عطا لو الباقين  ماتو"
"368";"16";"2";"2923400961048397_2923858604335966";"data";"fetched (200)";"2020-04-21 23:08:49.633386";"Facebook:/<post-id>/comments";"";"ولتمت بروحي المحنه وذكرت اخباركم 😅"
"369";"16";"2";"2923400961048397_2923590494362777";"data";"fetched (200)";"2020-04-21 23:08:49.633386";"Facebook:/<post-id>/comments";"";"ماشاء الله الرتب تتراكع"
"370";"16";"2";"2923400961048397_2923497397705420";"data";"fetched (200)";"2020-04-21 23:08:49.633386";"Facebook:/<post-id>/comments";"";"هلا بل خميس هلا بتفكيك ٧٠٠ مفخخه يوميا "
"371";"16";"2";"2923400961048397_2923573531031140";"data";"fetched (200)";"2020-04-21 23:08:49.633386";"Facebook:/<post-id>/comments";"";""
"372";"16";"2";"2923400961048397_2923438791044614";"data";"fetched (200)";"2020-04-21 23:08:49.633386";"Facebook:/<post-id>/comments";"";"وهو هذا  مو كام بالدخل وطفر"
"373";"16";"2";"2923400961048397_2924171487638011";"data";"fetched (200)";"2020-04-21 23:08:49.633386";"Facebook:/<post-id>/comments";"";"هم ماكو غيرهم وشوكت صار فريق اول والله يالله خل ياكلون"
"374";"16";"2";"2923400961048397_2923484157706744";"data";"fetched (200)";"2020-04-21 23:08:49.633386";"Facebook:/<post-id>/comments";"";"الف الف مبروك يستاهل"
"375";"16";"2";"2923400961048397_2923501527705007";"data";"fetched (200)";"2020-04-21 23:08:49.633386";"Facebook:/<post-id>/comments";"";"لعد خلف وين راح صار بي كورونا"
"376";"16";"2";"2923400961048397_2923659797689180";"data";"fetched (200)";"2020-04-21 23:08:49.633386";"Facebook:/<post-id>/comments";"";"نفس الطاسه ونفس الحمام"
"377";"16";"2";"2923400961048397_2923414261047067";"data";"fetched (200)";"2020-04-21 23:08:49.633386";"Facebook:/<post-id>/comments";"";"عادت حليمة لعادته القديمة"
"378";"16";"2";"2923400961048397_2923839174337909";"data";"fetched (200)";"2020-04-21 23:08:49.633386";"Facebook:/<post-id>/comments";"";"هاذه المنصب ما يحتاج كفاءات بس ينقل اخبار وزارة الدفاع"
"379";"16";"2";"118158551572666_2923400961048397";"offcut";"fetched (200)";"2020-04-21 23:08:49.633386";"Facebook:/<post-id>/comments";"";""
"17";"1";"1";"118158551572666_2923398941048599";"data";"fetched (200)";"2020-04-21 23:07:30.925748";"Facebook:/<page-id>/posts";"";"انتحار فتاة تبلغ من العمر ١٨ عام في #كركوك باستخدام بندقية صيد."
"380";"17";"2";"2923398941048599_2923559041032589";"data";"fetched (200)";"2020-04-21 23:08:49.954101";"Facebook:/<post-id>/comments";"";"لا تذكروا هذه الاخبار تسبب بنشر الافكار السلبية بين المجتمع انشروا الايجابيات رجاءاً "
"381";"17";"2";"2923398941048599_2923444297710730";"data";"fetched (200)";"2020-04-21 23:08:49.954101";"Facebook:/<post-id>/comments";"";"ترة المحققين الجنائيين مو زمايل بس يشوفهة يعرف شلون مضروبة و من شكد مسافة وكم ساعة مر ع الحادثة و وضعية ا لاطلاق  بس كم سؤال لاهلهة يعرفون منتحرة لو مقتولة و شرط يعرفون منو قتلهة"
"382";"17";"2";"2923398941048599_2923936157661544";"data";"fetched (200)";"2020-04-21 23:08:49.954101";"Facebook:/<post-id>/comments";"";""
"383";"17";"2";"2923398941048599_2923453261043167";"data";"fetched (200)";"2020-04-21 23:08:49.954101";"Facebook:/<post-id>/comments";"";"لا حول ولا قوة إلا بالله"
"384";"17";"2";"2923398941048599_2923500531038440";"data";"fetched (200)";"2020-04-21 23:08:49.954101";"Facebook:/<post-id>/comments";"";"اخاف تلعب بيها عيني بالخطأ....الله يساعدنا شوفتنا الحياة اشكال وماعدنا غير الحمد الله والشكر يارب....الله يرحمج يايمة ويهدي الباقي يارب .سترك وعفوك ورضاك يارب"
"385";"17";"2";"2923398941048599_2923487804373046";"data";"fetched (200)";"2020-04-21 23:08:49.954101";"Facebook:/<post-id>/comments";"";"لا حول ولا قوة الا بالله"
"386";"17";"2";"2923398941048599_2924592774262549";"data";"fetched (200)";"2020-04-21 23:08:49.954101";"Facebook:/<post-id>/comments";"";"استغفر    الله    وأتوب   آلية"
"387";"17";"2";"2923398941048599_2923486941039799";"data";"fetched (200)";"2020-04-21 23:08:49.954101";"Facebook:/<post-id>/comments";"";"لا حول ولا قوة إلا بالله"
"388";"17";"2";"2923398941048599_2926670684054758";"data";"fetched (200)";"2020-04-21 23:08:49.954101";"Facebook:/<post-id>/comments";"";"ياربي دخيلك اشبيه هاي العام اتخبلو هاذه السبوع بس حالات انتحار استغفر الله العضيم "
"389";"17";"2";"2923398941048599_2923442767710883";"data";"fetched (200)";"2020-04-21 23:08:49.954101";"Facebook:/<post-id>/comments";"";"لا اله الا الله  الله يرحمها"
"390";"17";"2";"2923398941048599_2923528134369013";"data";"fetched (200)";"2020-04-21 23:08:49.954101";"Facebook:/<post-id>/comments";"";"لا حول ولا قوة الا بالله"
"391";"17";"2";"2923398941048599_2923416597713500";"data";"fetched (200)";"2020-04-21 23:08:49.954101";"Facebook:/<post-id>/comments";"";"لاحول ولا قوة الا بالله العلي العظيم"
"392";"17";"2";"2923398941048599_2924139740974519";"data";"fetched (200)";"2020-04-21 23:08:49.954101";"Facebook:/<post-id>/comments";"";"لا اله الا الله الله يرحمه ويغفرله 😢 شنوو سالفه يوميه جاي تموت وحده الله يسترنه."
"393";"17";"2";"2923398941048599_2923438494377977";"data";"fetched (200)";"2020-04-21 23:08:49.954101";"Facebook:/<post-id>/comments";"";"عندما أری أحداث الدنيا في هذا الزمان، أتخلى عن كثير من الأحلام والأمنيات وأتمسك بأمنيه واحده  "" أن يحسن الله خاتمتنا """
"394";"17";"2";"2923398941048599_2923583354363491";"data";"fetched (200)";"2020-04-21 23:08:49.954101";"Facebook:/<post-id>/comments";"";"لا حول ولا قوة إلا بالله"
"395";"17";"2";"2923398941048599_2923620674359759";"data";"fetched (200)";"2020-04-21 23:08:49.954101";"Facebook:/<post-id>/comments";"";"لا حول ولا قوة الا بالله"
"396";"17";"2";"2923398941048599_2923550901033403";"data";"fetched (200)";"2020-04-21 23:08:49.954101";"Facebook:/<post-id>/comments";"";"لا حول ولا قوة الا بالله "
"397";"17";"2";"2923398941048599_2923682371020256";"data";"fetched (200)";"2020-04-21 23:08:49.954101";"Facebook:/<post-id>/comments";"";"لا حول ولاقوة الا بالله العلي العظيم"
"398";"17";"2";"2923398941048599_2923500797705080";"data";"fetched (200)";"2020-04-21 23:08:49.954101";"Facebook:/<post-id>/comments";"";"لا حول ولا قوة الا با الله"
"399";"17";"2";"2923398941048599_2925906654131161";"data";"fetched (200)";"2020-04-21 23:08:49.954101";"Facebook:/<post-id>/comments";"";"لا حوله ولا قوة الا بالله"
"400";"17";"2";"2923398941048599_2923447677710392";"data";"fetched (200)";"2020-04-21 23:08:49.954101";"Facebook:/<post-id>/comments";"";"مو منتحره الله ياخذ بحقها"
"401";"17";"2";"2923398941048599_2923408031047690";"data";"fetched (200)";"2020-04-21 23:08:49.954101";"Facebook:/<post-id>/comments";"";"شجاها النسوان اسودنت ياربي دخيلك"
"402";"17";"2";"2923398941048599_2923734184348408";"data";"fetched (200)";"2020-04-21 23:08:49.954101";"Facebook:/<post-id>/comments";"";"عادي ذكور كتلوها المجتمع يطمطم الهم الله يرحمها"
"403";"17";"2";"2923398941048599_2923957640992729";"data";"fetched (200)";"2020-04-21 23:08:49.954101";"Facebook:/<post-id>/comments";"";"غفر الله لنا ولها"
"404";"17";"2";"2923398941048599_2923425921045901";"data";"fetched (200)";"2020-04-21 23:08:49.954101";"Facebook:/<post-id>/comments";"";"خوش لواكه صارت"
"405";"17";"2";"118158551572666_2923398941048599";"offcut";"fetched (200)";"2020-04-21 23:08:49.954101";"Facebook:/<post-id>/comments";"";""
"18";"1";"1";"118158551572666_2923382917716868";"data";"fetched (200)";"2020-04-21 23:07:30.925748";"Facebook:/<page-id>/posts";"";"#الحريه_لمرتضى_نعيم"
"406";"18";"2";"2923382917716868_2924717907583369";"data";"fetched (200)";"2020-04-21 23:08:50.360172";"Facebook:/<post-id>/comments";"";"الله يفرج عنه ان شاء الله"
"407";"18";"2";"2923382917716868_2923386537716506";"data";"fetched (200)";"2020-04-21 23:08:50.360172";"Facebook:/<post-id>/comments";"";"الله يفرج عنه"
"408";"18";"2";"2923382917716868_2923393001049193";"data";"fetched (200)";"2020-04-21 23:08:50.360172";"Facebook:/<post-id>/comments";"";"#الحريه_لعلي_جاسب"
"409";"18";"2";"2923382917716868_2923401217715038";"data";"fetched (200)";"2020-04-21 23:08:50.360172";"Facebook:/<post-id>/comments";"";"الله يفرج عنه لك حيدوري شكد بيك غيره يابطل"
"410";"18";"2";"118158551572666_2923382917716868";"offcut";"fetched (200)";"2020-04-21 23:08:50.360172";"Facebook:/<post-id>/comments";"";""
"19";"1";"1";"118158551572666_2923194444402382";"data";"fetched (200)";"2020-04-21 23:07:30.925748";"Facebook:/<page-id>/posts";"";"وصول العائلات التي كانت في الحجر الصحي بفندق الرمادي إلى قضاء القائم وتم استقبالهم من قبل المفارز الطبية في القضاء وإجراء الفحوصات لهم وايصالهم إلى منازلهم بعد أخذ التعهدات منهم في البقاء مدة ١٤ يوم في المنزل."
"411";"19";"2";"2923194444402382_2923205564401270";"data";"fetched (200)";"2020-04-21 23:08:50.610138";"Facebook:/<post-id>/comments";"";"اجراءصحيح بحجرهم في منازلهم واخذ تعهدات منهم بالبقاء في المنزل ١٤ يوما"
"412";"19";"2";"2923194444402382_2923472454374581";"data";"fetched (200)";"2020-04-21 23:08:50.610138";"Facebook:/<post-id>/comments";"";"الله يشافيهم. يارب"
"413";"19";"2";"2923194444402382_2923197471068746";"data";"fetched (200)";"2020-04-21 23:08:50.610138";"Facebook:/<post-id>/comments";"";"تم"
"414";"19";"2";"2923194444402382_2923342874387539";"data";"fetched (200)";"2020-04-21 23:08:50.610138";"Facebook:/<post-id>/comments";"";"ليش الا الرمادي ؟"
"415";"19";"2";"118158551572666_2923194444402382";"offcut";"fetched (200)";"2020-04-21 23:08:50.610138";"Facebook:/<post-id>/comments";"";""
"20";"1";"1";"118158551572666_2923143781074115";"data";"fetched (200)";"2020-04-21 23:07:30.925748";"Facebook:/<page-id>/posts";"";"في المستشفى التي يعمل بها الزوجان الطبيبان ""كيندا وعبدلله""، أصيب زملاء لهم بـ #فيروس_كورونا. كيف تم احتواء الحالات؟ وما أثر ذلك على حياتهما؟ استمعوا: https://apple.co/2xwORSk https://bit.ly/2xwJCC7 وشاركونا آراءكم #بودكاست #كورونا #راديو_الآن"
"416";"20";"2";"";"empty";"fetched (200)";"2020-04-21 23:08:50.971321";"Facebook:/<post-id>/comments";"";""
"417";"20";"2";"118158551572666_2923143781074115";"offcut";"fetched (200)";"2020-04-21 23:08:50.971321";"Facebook:/<post-id>/comments";"";""
"21";"1";"1";"118158551572666_2923009484420878";"data";"fetched (200)";"2020-04-21 23:07:30.925748";"Facebook:/<page-id>/posts";"";"شاب عراقي يصنع قناع حراري يقتل الفيروسات .!"
"418";"21";"2";"2923009484420878_2923701524351674";"data";"fetched (200)";"2020-04-21 23:08:51.261371";"Facebook:/<post-id>/comments";"";"صناعتك بيها ثلاث ميزات جيده لكن الميزه الرابعه مفقوده وهيه اهم شي حماية الشخص الذي يرتدي القناع من الاشعه نفسها كان المفروض تزوده بطريقه تصدير الاشعه من القناع الى الخارج فقط وتلافي الشخص من ضرر الاشعه نفسها بالموفقيه"
"419";"21";"2";"2923009484420878_2923059621082531";"data";"fetched (200)";"2020-04-21 23:08:51.261371";"Facebook:/<post-id>/comments";"";"و شلون عرف الفايروس انقتل ..؟ 🤔 و احنا كلنا ندري ان الفايروس محد يعرفه الا بعد ما يدخل مختبر .. 🤥"
"420";"21";"2";"2923009484420878_2923520121036481";"data";"fetched (200)";"2020-04-21 23:08:51.261371";"Facebook:/<post-id>/comments";"";"تحيتي للجميع بالتوفيق والنجاح انشا الله بلد العم والله يوفق"
"421";"21";"2";"2923009484420878_2923079764413850";"data";"fetched (200)";"2020-04-21 23:08:51.261371";"Facebook:/<post-id>/comments";"";"بارك الله فيك"
"422";"21";"2";"2923009484420878_2923048784416948";"data";"fetched (200)";"2020-04-21 23:08:51.261371";"Facebook:/<post-id>/comments";"";"ابداع جيد"
"423";"21";"2";"2923009484420878_2923530117702148";"data";"fetched (200)";"2020-04-21 23:08:51.261371";"Facebook:/<post-id>/comments";"";"عاشت ايدك  موفق  ان شاء الله"
"424";"21";"2";"2923009484420878_2923776147677545";"data";"fetched (200)";"2020-04-21 23:08:51.261371";"Facebook:/<post-id>/comments";"";"فكره جيده ولا بأس بالمحاوله ولكن هنالك خطوره على من يستخدم هذا القناع من ناحية تأثير الاشعه على الدماغ والعينين وهذه اهم منطقه بالجسم"
"425";"21";"2";"2923009484420878_2923118387743321";"data";"fetched (200)";"2020-04-21 23:08:51.261371";"Facebook:/<post-id>/comments";"";"ماشاء الله الله يبارك بيك ويوفقك"
"426";"21";"2";"2923009484420878_2923120051076488";"data";"fetched (200)";"2020-04-21 23:08:51.261371";"Facebook:/<post-id>/comments";"";"بارك الله بيك"
"427";"21";"2";"2923009484420878_2923031994418627";"data";"fetched (200)";"2020-04-21 23:08:51.261371";"Facebook:/<post-id>/comments";"";"بالتوفيق ان شاء الله"
"428";"21";"2";"2923009484420878_2923319774389849";"data";"fetched (200)";"2020-04-21 23:08:51.261371";"Facebook:/<post-id>/comments";"";"الله يبارك فيك ياورده"
"429";"21";"2";"2923009484420878_2923348904386936";"data";"fetched (200)";"2020-04-21 23:08:51.261371";"Facebook:/<post-id>/comments";"";"والله عبقري..لكن عبقرية بمستنقع العراق!!! ... بس يكون الله يوفقه لهالشاب...موفق"
"430";"21";"2";"2923009484420878_2923746624347164";"data";"fetched (200)";"2020-04-21 23:08:51.261371";"Facebook:/<post-id>/comments";"";"بالتوفيق انشاء الله"
"431";"21";"2";"2923009484420878_2923759041012589";"data";"fetched (200)";"2020-04-21 23:08:51.261371";"Facebook:/<post-id>/comments";"";"فكرة جيدة ولكن الآثار الجانبية لانبعاثات الاشعة فوق البنفسجية حتما ستؤثر بالسلب على المستخدم وخصوصا منطقة الراس والعينين وملحقاتها... ينبغي دراسة المخاطر جنبا الي جنب مع الابتكار... وهذا يحتاج تبادل خبرات وتضامن... وتحية للشاب الطموح"
"432";"21";"2";"2923009484420878_2923027274419099";"data";"fetched (200)";"2020-04-21 23:08:51.261371";"Facebook:/<post-id>/comments";"";"بالتوفيق والنجاح ان شاءالله"
"433";"21";"2";"2923009484420878_2924702820918211";"data";"fetched (200)";"2020-04-21 23:08:51.261371";"Facebook:/<post-id>/comments";"";"مبدع لكن لا بد ان تعرف خطورة الأشعة فوق البنفسجيه"
"434";"21";"2";"2923009484420878_2927749670613526";"data";"fetched (200)";"2020-04-21 23:08:51.261371";"Facebook:/<post-id>/comments";"";"وانته تدري الاشعة فوق البنفسجية شتسوي بجسم الانسان خليكم ع كورنا ارحم والنبي"
"435";"21";"2";"2923009484420878_2923045417750618";"data";"fetched (200)";"2020-04-21 23:08:51.261371";"Facebook:/<post-id>/comments";"";"اي اشعه مواد مسرطنه"
"436";"21";"2";"2923009484420878_2923868037668356";"data";"fetched (200)";"2020-04-21 23:08:51.261371";"Facebook:/<post-id>/comments";"";"والاشعة فوق البنفسجية عامل مسرطن قوي يعني اخلص من كرونا اطيح بالسرطان "
"437";"21";"2";"2923009484420878_2924612087593951";"data";"fetched (200)";"2020-04-21 23:08:51.261371";"Facebook:/<post-id>/comments";"";"يي تحمي من الفايروسات وتموته بسرطان الجلد بسبب الاشعة فوق البنفسجية ووواووو ابداع"
"438";"21";"2";"2923009484420878_2923744591014034";"data";"fetched (200)";"2020-04-21 23:08:51.261371";"Facebook:/<post-id>/comments";"";"لازم تفكر بالسايد افكت تاثيرها على الانسان انته راح تقتل الفايروس بس تعمي الي لابس القناع بنفس الوقت لان  التعرض للأشعة فوق البنفسجية خصوصا القصيرة الي انته داتستخدم خطرة جدا   تؤدي إلى تلف و إعتام عدسة العين "
"439";"21";"2";"2923009484420878_2923018057753354";"data";"fetched (200)";"2020-04-21 23:08:51.261371";"Facebook:/<post-id>/comments";"";"ماشاء الله تبارك الله الله يحفضه ويوفقه"
"440";"21";"2";"2923009484420878_2923086674413159";"data";"fetched (200)";"2020-04-21 23:08:51.261371";"Facebook:/<post-id>/comments";"";"ممتاز بس الاشعة ماظر على الانسان"
"441";"21";"2";"2923009484420878_2923332157721944";"data";"fetched (200)";"2020-04-21 23:08:51.261371";"Facebook:/<post-id>/comments";"";"ربي يوفقه ان شاء الله"
"442";"21";"2";"2923009484420878_2923828034339023";"data";"fetched (200)";"2020-04-21 23:08:51.261371";"Facebook:/<post-id>/comments";"";"بطل نريد هيج ناس تشتغل"
"443";"21";"2";"118158551572666_2923009484420878";"offcut";"fetched (200)";"2020-04-21 23:08:51.261371";"Facebook:/<post-id>/comments";"";""
"22";"1";"1";"118158551572666_2922011967853963";"data";"fetched (200)";"2020-04-21 23:07:30.925748";"Facebook:/<page-id>/posts";"";"صحة البصرة:وصول ١٦٠٠٠ وحدة للفحص السريع  لكورونا فيروس مقدمة من شركة اويلسيرف الكويت كهدية تمتاز بسرعة اظهار النتائج"
"444";"22";"2";"2922011967853963_2922412201147273";"data";"fetched (200)";"2020-04-21 23:08:51.769660";"Facebook:/<post-id>/comments";"";"جزاهم الله خير الجزاء"
"445";"22";"2";"2922011967853963_2926836087371551";"data";"fetched (200)";"2020-04-21 23:08:51.769660";"Facebook:/<post-id>/comments";"";"بالعربي"
"446";"22";"2";"2922011967853963_2922473841141109";"data";"fetched (200)";"2020-04-21 23:08:51.769660";"Facebook:/<post-id>/comments";"";"بارك الله بيهم الله يديم المحبة "
"447";"22";"2";"2922011967853963_2926835677371592";"data";"fetched (200)";"2020-04-21 23:08:51.769660";"Facebook:/<post-id>/comments";"";"بالانجليزي"
"448";"22";"2";"2922011967853963_2922777787777381";"data";"fetched (200)";"2020-04-21 23:08:51.769660";"Facebook:/<post-id>/comments";"";"الله يبارك بيهم"
"449";"22";"2";"2922011967853963_2922523787802781";"data";"fetched (200)";"2020-04-21 23:08:51.769660";"Facebook:/<post-id>/comments";"";"الله يديم المحبة"
"450";"22";"2";"2922011967853963_2922470157808144";"data";"fetched (200)";"2020-04-21 23:08:51.769660";"Facebook:/<post-id>/comments";"";"والله عيب "
